tile_id,region_id,z,x,y,image_path,mask_path,non_background_ratio,pixel_hist_json,vector_source,zoom,crs,kept_reason
moscow_city_small_17_79224_40965,moscow_city_small,17,79224,40965,images/tiles/moscow_city_small_17_79224_40965.png,masks/tiles/moscow_city_small_17_79224_40965.png,0.840378,"{""0"": 10461, ""2"": 12035, ""3"": 36350, ""4"": 6690}",Overture Maps,17,EPSG:4326,"max_class_share=0.55,fg_share=0.84"
moscow_city_small_17_79225_40965,moscow_city_small,17,79225,40965,images/tiles/moscow_city_small_17_79225_40965.png,masks/tiles/moscow_city_small_17_79225_40965.png,0.732498,"{""0"": 17531, ""2"": 914, ""3"": 30731, ""4"": 16360}",Overture Maps,17,EPSG:4326,"max_class_share=0.47,fg_share=0.73"
moscow_city_small_17_79226_40965,moscow_city_small,17,79226,40965,images/tiles/moscow_city_small_17_79226_40965.png,masks/tiles/moscow_city_small_17_79226_40965.png,0.75116,"{""0"": 16308, ""3"": 38154, ""4"": 11074}",Overture Maps,17,EPSG:4326,"max_class_share=0.58,fg_share=0.75"
moscow_city_small_17_79227_40965,moscow_city_small,17,79227,40965,images/tiles/moscow_city_small_17_79227_40965.png,masks/tiles/moscow_city_small_17_79227_40965.png,0.746552,"{""0"": 16610, ""3"": 38115, ""4"": 10811}",Overture Maps,17,EPSG:4326,"max_class_share=0.58,fg_share=0.75"
moscow_city_small_17_79228_40965,moscow_city_small,17,79228,40965,images/tiles/moscow_city_small_17_79228_40965.png,masks/tiles/moscow_city_small_17_79228_40965.png,0.71344,"{""0"": 18780, ""3"": 39772, ""4"": 6984}",Overture Maps,17,EPSG:4326,"max_class_share=0.61,fg_share=0.71"
moscow_city_small_17_79229_40965,moscow_city_small,17,79229,40965,images/tiles/moscow_city_small_17_79229_40965.png,masks/tiles/moscow_city_small_17_79229_40965.png,0.822296,"{""0"": 11646, ""2"": 20339, ""3"": 22819, ""4"": 10732}",Overture Maps,17,EPSG:4326,"max_class_share=0.35,fg_share=0.82"
moscow_city_small_17_79230_40965,moscow_city_small,17,79230,40965,images/tiles/moscow_city_small_17_79230_40965.png,masks/tiles/moscow_city_small_17_79230_40965.png,0.797302,"{""0"": 13284, ""2"": 16079, ""3"": 23125, ""4"": 13048}",Overture Maps,17,EPSG:4326,"max_class_share=0.35,fg_share=0.80"
moscow_city_small_17_79231_40965,moscow_city_small,17,79231,40965,images/tiles/moscow_city_small_17_79231_40965.png,masks/tiles/moscow_city_small_17_79231_40965.png,0.778763,"{""0"": 14499, ""2"": 7577, ""3"": 29914, ""4"": 13546}",Overture Maps,17,EPSG:4326,"max_class_share=0.46,fg_share=0.78"
moscow_city_small_17_79232_40965,moscow_city_small,17,79232,40965,images/tiles/moscow_city_small_17_79232_40965.png,masks/tiles/moscow_city_small_17_79232_40965.png,0.732925,"{""0"": 17503, ""2"": 9327, ""3"": 24291, ""4"": 14415}",Overture Maps,17,EPSG:4326,"max_class_share=0.37,fg_share=0.73"
moscow_city_small_17_79233_40965,moscow_city_small,17,79233,40965,images/tiles/moscow_city_small_17_79233_40965.png,masks/tiles/moscow_city_small_17_79233_40965.png,0.781738,"{""0"": 14304, ""1"": 246, ""2"": 28654, ""3"": 11936, ""4"": 10396}",Overture Maps,17,EPSG:4326,"max_class_share=0.44,fg_share=0.78"
moscow_city_small_17_79234_40965,moscow_city_small,17,79234,40965,images/tiles/moscow_city_small_17_79234_40965.png,masks/tiles/moscow_city_small_17_79234_40965.png,0.777527,"{""0"": 14580, ""2"": 6725, ""3"": 33326, ""4"": 10905}",Overture Maps,17,EPSG:4326,"max_class_share=0.51,fg_share=0.78"
moscow_city_small_17_79235_40965,moscow_city_small,17,79235,40965,images/tiles/moscow_city_small_17_79235_40965.png,masks/tiles/moscow_city_small_17_79235_40965.png,0.763397,"{""0"": 15506, ""2"": 1594, ""3"": 31825, ""4"": 16611}",Overture Maps,17,EPSG:4326,"max_class_share=0.49,fg_share=0.76"
moscow_city_small_17_79236_40965,moscow_city_small,17,79236,40965,images/tiles/moscow_city_small_17_79236_40965.png,masks/tiles/moscow_city_small_17_79236_40965.png,0.736938,"{""0"": 17240, ""2"": 3325, ""3"": 32305, ""4"": 12666}",Overture Maps,17,EPSG:4326,"max_class_share=0.49,fg_share=0.74"
moscow_city_small_17_79237_40965,moscow_city_small,17,79237,40965,images/tiles/moscow_city_small_17_79237_40965.png,masks/tiles/moscow_city_small_17_79237_40965.png,0.75473,"{""0"": 16074, ""2"": 103, ""3"": 36420, ""4"": 12939}",Overture Maps,17,EPSG:4326,"max_class_share=0.56,fg_share=0.75"
moscow_city_small_17_79238_40965,moscow_city_small,17,79238,40965,images/tiles/moscow_city_small_17_79238_40965.png,masks/tiles/moscow_city_small_17_79238_40965.png,0.732513,"{""0"": 17530, ""2"": 101, ""3"": 34841, ""4"": 13064}",Overture Maps,17,EPSG:4326,"max_class_share=0.53,fg_share=0.73"
moscow_city_small_17_79239_40965,moscow_city_small,17,79239,40965,images/tiles/moscow_city_small_17_79239_40965.png,masks/tiles/moscow_city_small_17_79239_40965.png,0.68309,"{""0"": 20769, ""2"": 3435, ""3"": 33626, ""4"": 7706}",Overture Maps,17,EPSG:4326,"max_class_share=0.51,fg_share=0.68"
moscow_city_small_17_79240_40965,moscow_city_small,17,79240,40965,images/tiles/moscow_city_small_17_79240_40965.png,masks/tiles/moscow_city_small_17_79240_40965.png,0.463913,"{""0"": 35133, ""1"": 33, ""2"": 1077, ""3"": 21231, ""4"": 8062}",Overture Maps,17,EPSG:4326,"max_class_share=0.54,fg_share=0.46"
moscow_city_small_17_79218_40966,moscow_city_small,17,79218,40966,images/tiles/moscow_city_small_17_79218_40966.png,masks/tiles/moscow_city_small_17_79218_40966.png,0.29834,"{""0"": 45984, ""2"": 3299, ""3"": 11832, ""4"": 4421}",Overture Maps,17,EPSG:4326,"max_class_share=0.70,fg_share=0.30"
moscow_city_small_17_79219_40966,moscow_city_small,17,79219,40966,images/tiles/moscow_city_small_17_79219_40966.png,masks/tiles/moscow_city_small_17_79219_40966.png,0.651199,"{""0"": 22859, ""2"": 6291, ""3"": 25727, ""4"": 10659}",Overture Maps,17,EPSG:4326,"max_class_share=0.39,fg_share=0.65"
moscow_city_small_17_79220_40966,moscow_city_small,17,79220,40966,images/tiles/moscow_city_small_17_79220_40966.png,masks/tiles/moscow_city_small_17_79220_40966.png,0.518295,"{""0"": 31569, ""2"": 2955, ""3"": 20861, ""4"": 10151}",Overture Maps,17,EPSG:4326,"max_class_share=0.48,fg_share=0.52"
moscow_city_small_17_79221_40966,moscow_city_small,17,79221,40966,images/tiles/moscow_city_small_17_79221_40966.png,masks/tiles/moscow_city_small_17_79221_40966.png,0.658813,"{""0"": 22360, ""2"": 2787, ""3"": 28761, ""4"": 11628}",Overture Maps,17,EPSG:4326,"max_class_share=0.44,fg_share=0.66"
moscow_city_small_17_79222_40966,moscow_city_small,17,79222,40966,images/tiles/moscow_city_small_17_79222_40966.png,masks/tiles/moscow_city_small_17_79222_40966.png,0.612869,"{""0"": 25371, ""2"": 1212, ""3"": 24047, ""4"": 14906}",Overture Maps,17,EPSG:4326,"max_class_share=0.39,fg_share=0.61"
moscow_city_small_17_79223_40966,moscow_city_small,17,79223,40966,images/tiles/moscow_city_small_17_79223_40966.png,masks/tiles/moscow_city_small_17_79223_40966.png,0.761444,"{""0"": 15634, ""1"": 21, ""2"": 5647, ""3"": 34767, ""4"": 9467}",Overture Maps,17,EPSG:4326,"max_class_share=0.53,fg_share=0.76"
moscow_city_small_17_79224_40966,moscow_city_small,17,79224,40966,images/tiles/moscow_city_small_17_79224_40966.png,masks/tiles/moscow_city_small_17_79224_40966.png,0.751724,"{""0"": 16271, ""1"": 22, ""2"": 2571, ""3"": 38352, ""4"": 8320}",Overture Maps,17,EPSG:4326,"max_class_share=0.59,fg_share=0.75"
moscow_city_small_17_79225_40966,moscow_city_small,17,79225,40966,images/tiles/moscow_city_small_17_79225_40966.png,masks/tiles/moscow_city_small_17_79225_40966.png,0.610947,"{""0"": 25497, ""2"": 791, ""3"": 30968, ""4"": 8280}",Overture Maps,17,EPSG:4326,"max_class_share=0.47,fg_share=0.61"
moscow_city_small_17_79226_40966,moscow_city_small,17,79226,40966,images/tiles/moscow_city_small_17_79226_40966.png,masks/tiles/moscow_city_small_17_79226_40966.png,0.731461,"{""0"": 17599, ""2"": 838, ""3"": 31189, ""4"": 15910}",Overture Maps,17,EPSG:4326,"max_class_share=0.48,fg_share=0.73"
moscow_city_small_17_79227_40966,moscow_city_small,17,79227,40966,images/tiles/moscow_city_small_17_79227_40966.png,masks/tiles/moscow_city_small_17_79227_40966.png,0.736771,"{""0"": 17251, ""2"": 2639, ""3"": 35979, ""4"": 9667}",Overture Maps,17,EPSG:4326,"max_class_share=0.55,fg_share=0.74"
moscow_city_small_17_79228_40966,moscow_city_small,17,79228,40966,images/tiles/moscow_city_small_17_79228_40966.png,masks/tiles/moscow_city_small_17_79228_40966.png,0.744278,"{""0"": 16759, ""1"": 7, ""2"": 5189, ""3"": 30316, ""4"": 13265}",Overture Maps,17,EPSG:4326,"max_class_share=0.46,fg_share=0.74"
moscow_city_small_17_79229_40966,moscow_city_small,17,79229,40966,images/tiles/moscow_city_small_17_79229_40966.png,masks/tiles/moscow_city_small_17_79229_40966.png,0.834015,"{""0"": 10878, ""2"": 19026, ""3"": 23299, ""4"": 12333}",Overture Maps,17,EPSG:4326,"max_class_share=0.36,fg_share=0.83"
moscow_city_small_17_79230_40966,moscow_city_small,17,79230,40966,images/tiles/moscow_city_small_17_79230_40966.png,masks/tiles/moscow_city_small_17_79230_40966.png,0.773468,"{""0"": 14846, ""2"": 2488, ""3"": 37899, ""4"": 10303}",Overture Maps,17,EPSG:4326,"max_class_share=0.58,fg_share=0.77"
moscow_city_small_17_79231_40966,moscow_city_small,17,79231,40966,images/tiles/moscow_city_small_17_79231_40966.png,masks/tiles/moscow_city_small_17_79231_40966.png,0.637817,"{""0"": 23736, ""2"": 368, ""3"": 30473, ""4"": 10959}",Overture Maps,17,EPSG:4326,"max_class_share=0.46,fg_share=0.64"
moscow_city_small_17_79232_40966,moscow_city_small,17,79232,40966,images/tiles/moscow_city_small_17_79232_40966.png,masks/tiles/moscow_city_small_17_79232_40966.png,0.72551,"{""0"": 17989, ""2"": 18, ""3"": 40823, ""4"": 6706}",Overture Maps,17,EPSG:4326,"max_class_share=0.62,fg_share=0.73"
moscow_city_small_17_79233_40966,moscow_city_small,17,79233,40966,images/tiles/moscow_city_small_17_79233_40966.png,masks/tiles/moscow_city_small_17_79233_40966.png,0.730042,"{""0"": 17692, ""1"": 217, ""2"": 4420, ""3"": 29580, ""4"": 13627}",Overture Maps,17,EPSG:4326,"max_class_share=0.45,fg_share=0.73"
moscow_city_small_17_79234_40966,moscow_city_small,17,79234,40966,images/tiles/moscow_city_small_17_79234_40966.png,masks/tiles/moscow_city_small_17_79234_40966.png,0.629974,"{""0"": 24250, ""2"": 1354, ""3"": 25163, ""4"": 14769}",Overture Maps,17,EPSG:4326,"max_class_share=0.38,fg_share=0.63"
moscow_city_small_17_79235_40966,moscow_city_small,17,79235,40966,images/tiles/moscow_city_small_17_79235_40966.png,masks/tiles/moscow_city_small_17_79235_40966.png,0.789841,"{""0"": 13773, ""2"": 7984, ""3"": 31761, ""4"": 12018}",Overture Maps,17,EPSG:4326,"max_class_share=0.48,fg_share=0.79"
moscow_city_small_17_79236_40966,moscow_city_small,17,79236,40966,images/tiles/moscow_city_small_17_79236_40966.png,masks/tiles/moscow_city_small_17_79236_40966.png,0.747101,"{""0"": 16574, ""2"": 5728, ""3"": 30518, ""4"": 12716}",Overture Maps,17,EPSG:4326,"max_class_share=0.47,fg_share=0.75"
moscow_city_small_17_79237_40966,moscow_city_small,17,79237,40966,images/tiles/moscow_city_small_17_79237_40966.png,masks/tiles/moscow_city_small_17_79237_40966.png,0.7836,"{""0"": 14182, ""2"": 12892, ""3"": 24773, ""4"": 13689}",Overture Maps,17,EPSG:4326,"max_class_share=0.38,fg_share=0.78"
moscow_city_small_17_79238_40966,moscow_city_small,17,79238,40966,images/tiles/moscow_city_small_17_79238_40966.png,masks/tiles/moscow_city_small_17_79238_40966.png,0.775574,"{""0"": 14708, ""2"": 14197, ""3"": 24983, ""4"": 11648}",Overture Maps,17,EPSG:4326,"max_class_share=0.38,fg_share=0.78"
moscow_city_small_17_79239_40966,moscow_city_small,17,79239,40966,images/tiles/moscow_city_small_17_79239_40966.png,masks/tiles/moscow_city_small_17_79239_40966.png,0.606598,"{""0"": 25782, ""2"": 550, ""3"": 26043, ""4"": 13161}",Overture Maps,17,EPSG:4326,"max_class_share=0.40,fg_share=0.61"
moscow_city_small_17_79240_40966,moscow_city_small,17,79240,40966,images/tiles/moscow_city_small_17_79240_40966.png,masks/tiles/moscow_city_small_17_79240_40966.png,0.374817,"{""0"": 40972, ""3"": 17673, ""4"": 6891}",Overture Maps,17,EPSG:4326,"max_class_share=0.63,fg_share=0.37"
moscow_city_small_17_79218_40967,moscow_city_small,17,79218,40967,images/tiles/moscow_city_small_17_79218_40967.png,masks/tiles/moscow_city_small_17_79218_40967.png,0.416534,"{""0"": 38238, ""1"": 93, ""2"": 1434, ""3"": 18491, ""4"": 7280}",Overture Maps,17,EPSG:4326,"max_class_share=0.58,fg_share=0.42"
moscow_city_small_17_79219_40967,moscow_city_small,17,79219,40967,images/tiles/moscow_city_small_17_79219_40967.png,masks/tiles/moscow_city_small_17_79219_40967.png,0.57518,"{""0"": 27841, ""1"": 131, ""2"": 3456, ""3"": 24426, ""4"": 9682}",Overture Maps,17,EPSG:4326,"max_class_share=0.42,fg_share=0.58"
moscow_city_small_17_79220_40967,moscow_city_small,17,79220,40967,images/tiles/moscow_city_small_17_79220_40967.png,masks/tiles/moscow_city_small_17_79220_40967.png,0.569717,"{""0"": 28199, ""1"": 67, ""2"": 7914, ""3"": 21727, ""4"": 7629}",Overture Maps,17,EPSG:4326,"max_class_share=0.43,fg_share=0.57"
moscow_city_small_17_79221_40967,moscow_city_small,17,79221,40967,images/tiles/moscow_city_small_17_79221_40967.png,masks/tiles/moscow_city_small_17_79221_40967.png,0.49852,"{""0"": 32865, ""1"": 128, ""2"": 434, ""3"": 17064, ""4"": 15045}",Overture Maps,17,EPSG:4326,"max_class_share=0.50,fg_share=0.50"
moscow_city_small_17_79222_40967,moscow_city_small,17,79222,40967,images/tiles/moscow_city_small_17_79222_40967.png,masks/tiles/moscow_city_small_17_79222_40967.png,0.751907,"{""0"": 16259, ""1"": 120, ""2"": 14935, ""3"": 21861, ""4"": 12361}",Overture Maps,17,EPSG:4326,"max_class_share=0.33,fg_share=0.75"
moscow_city_small_17_79223_40967,moscow_city_small,17,79223,40967,images/tiles/moscow_city_small_17_79223_40967.png,masks/tiles/moscow_city_small_17_79223_40967.png,0.630249,"{""0"": 24232, ""1"": 3, ""2"": 4492, ""3"": 23805, ""4"": 13004}",Overture Maps,17,EPSG:4326,"max_class_share=0.37,fg_share=0.63"
moscow_city_small_17_79224_40967,moscow_city_small,17,79224,40967,images/tiles/moscow_city_small_17_79224_40967.png,masks/tiles/moscow_city_small_17_79224_40967.png,0.738815,"{""0"": 17117, ""2"": 715, ""3"": 35208, ""4"": 12496}",Overture Maps,17,EPSG:4326,"max_class_share=0.54,fg_share=0.74"
moscow_city_small_17_79225_40967,moscow_city_small,17,79225,40967,images/tiles/moscow_city_small_17_79225_40967.png,masks/tiles/moscow_city_small_17_79225_40967.png,0.577209,"{""0"": 27708, ""2"": 308, ""3"": 29131, ""4"": 8389}",Overture Maps,17,EPSG:4326,"max_class_share=0.44,fg_share=0.58"
moscow_city_small_17_79226_40967,moscow_city_small,17,79226,40967,images/tiles/moscow_city_small_17_79226_40967.png,masks/tiles/moscow_city_small_17_79226_40967.png,0.601685,"{""0"": 26104, ""2"": 1765, ""3"": 28498, ""4"": 9169}",Overture Maps,17,EPSG:4326,"max_class_share=0.43,fg_share=0.60"
moscow_city_small_17_79227_40967,moscow_city_small,17,79227,40967,images/tiles/moscow_city_small_17_79227_40967.png,masks/tiles/moscow_city_small_17_79227_40967.png,0.75058,"{""0"": 16346, ""1"": 430, ""2"": 29383, ""3"": 3111, ""4"": 16266}",Overture Maps,17,EPSG:4326,"max_class_share=0.45,fg_share=0.75"
moscow_city_small_17_79228_40967,moscow_city_small,17,79228,40967,images/tiles/moscow_city_small_17_79228_40967.png,masks/tiles/moscow_city_small_17_79228_40967.png,0.798569,"{""0"": 13201, ""1"": 418, ""2"": 4490, ""3"": 35974, ""4"": 11453}",Overture Maps,17,EPSG:4326,"max_class_share=0.55,fg_share=0.80"
moscow_city_small_17_79229_40967,moscow_city_small,17,79229,40967,images/tiles/moscow_city_small_17_79229_40967.png,masks/tiles/moscow_city_small_17_79229_40967.png,0.763916,"{""0"": 15472, ""2"": 318, ""3"": 40208, ""4"": 9538}",Overture Maps,17,EPSG:4326,"max_class_share=0.61,fg_share=0.76"
moscow_city_small_17_79230_40967,moscow_city_small,17,79230,40967,images/tiles/moscow_city_small_17_79230_40967.png,masks/tiles/moscow_city_small_17_79230_40967.png,0.657211,"{""0"": 22465, ""2"": 601, ""3"": 34489, ""4"": 7981}",Overture Maps,17,EPSG:4326,"max_class_share=0.53,fg_share=0.66"
moscow_city_small_17_79231_40967,moscow_city_small,17,79231,40967,images/tiles/moscow_city_small_17_79231_40967.png,masks/tiles/moscow_city_small_17_79231_40967.png,0.808136,"{""0"": 12574, ""3"": 40894, ""4"": 12068}",Overture Maps,17,EPSG:4326,"max_class_share=0.62,fg_share=0.81"
moscow_city_small_17_79232_40967,moscow_city_small,17,79232,40967,images/tiles/moscow_city_small_17_79232_40967.png,masks/tiles/moscow_city_small_17_79232_40967.png,0.806534,"{""0"": 12679, ""1"": 101, ""2"": 352, ""3"": 42500, ""4"": 9904}",Overture Maps,17,EPSG:4326,"max_class_share=0.65,fg_share=0.81"
moscow_city_small_17_79233_40967,moscow_city_small,17,79233,40967,images/tiles/moscow_city_small_17_79233_40967.png,masks/tiles/moscow_city_small_17_79233_40967.png,0.807495,"{""0"": 12616, ""1"": 78, ""2"": 2421, ""3"": 37634, ""4"": 12787}",Overture Maps,17,EPSG:4326,"max_class_share=0.57,fg_share=0.81"
