tile_id,region_id,z,x,y,bbox_wgs84,image_path,image_source
moscow_city_small_17_79233_40964,moscow_city_small,17,79233,40964,"37.61993408,55.76884857,37.62268066,55.77039358",images/tiles/moscow_city_small_17_79233_40964.png,Google Satellite
moscow_city_small_17_79234_40964,moscow_city_small,17,79234,40964,"37.62268066,55.76884857,37.62542725,55.77039358",images/tiles/moscow_city_small_17_79234_40964.png,Google Satellite
moscow_city_small_17_79235_40964,moscow_city_small,17,79235,40964,"37.62542725,55.76884857,37.62817383,55.77039358",images/tiles/moscow_city_small_17_79235_40964.png,Google Satellite
moscow_city_small_17_79236_40964,moscow_city_small,17,79236,40964,"37.62817383,55.76884857,37.63092041,55.77039358",images/tiles/moscow_city_small_17_79236_40964.png,Google Satellite
moscow_city_small_17_79237_40964,moscow_city_small,17,79237,40964,"37.63092041,55.76884857,37.63366699,55.77039358",images/tiles/moscow_city_small_17_79237_40964.png,Google Satellite
moscow_city_small_17_79238_40964,moscow_city_small,17,79238,40964,"37.63366699,55.76884857,37.63641357,55.77039358",images/tiles/moscow_city_small_17_79238_40964.png,Google Satellite
moscow_city_small_17_79239_40964,moscow_city_small,17,79239,40964,"37.63641357,55.76884857,37.63916016,55.77039358",images/tiles/moscow_city_small_17_79239_40964.png,Google Satellite
moscow_city_small_17_79240_40964,moscow_city_small,17,79240,40964,"37.63916016,55.76884857,37.64190674,55.77039358",images/tiles/moscow_city_small_17_79240_40964.png,Google Satellite
moscow_city_small_17_79218_40965,moscow_city_small,17,79218,40965,"37.57873535,55.76730350,37.58148193,55.76884857",images/tiles/moscow_city_small_17_79218_40965.png,Google Satellite
moscow_city_small_17_79219_40965,moscow_city_small,17,79219,40965,"37.58148193,55.76730350,37.58422852,55.76884857",images/tiles/moscow_city_small_17_79219_40965.png,Google Satellite
moscow_city_small_17_79220_40965,moscow_city_small,17,79220,40965,"37.58422852,55.76730350,37.58697510,55.76884857",images/tiles/moscow_city_small_17_79220_40965.png,Google Satellite
moscow_city_small_17_79221_40965,moscow_city_small,17,79221,40965,"37.58697510,55.76730350,37.58972168,55.76884857",images/tiles/moscow_city_small_17_79221_40965.png,Google Satellite
moscow_city_small_17_79222_40965,moscow_city_small,17,79222,40965,"37.58972168,55.76730350,37.59246826,55.76884857",images/tiles/moscow_city_small_17_79222_40965.png,Google Satellite
moscow_city_small_17_79223_40965,moscow_city_small,17,79223,40965,"37.59246826,55.76730350,37.59521484,55.76884857",images/tiles/moscow_city_small_17_79223_40965.png,Google Satellite
moscow_city_small_17_79224_40965,moscow_city_small,17,79224,40965,"37.59521484,55.76730350,37.59796143,55.76884857",images/tiles/moscow_city_small_17_79224_40965.png,Google Satellite
moscow_city_small_17_79225_40965,moscow_city_small,17,79225,40965,"37.59796143,55.76730350,37.60070801,55.76884857",images/tiles/moscow_city_small_17_79225_40965.png,Google Satellite
moscow_city_small_17_79226_40965,moscow_city_small,17,79226,40965,"37.60070801,55.76730350,37.60345459,55.76884857",images/tiles/moscow_city_small_17_79226_40965.png,Google Satellite
moscow_city_small_17_79227_40965,moscow_city_small,17,79227,40965,"37.60345459,55.76730350,37.60620117,55.76884857",images/tiles/moscow_city_small_17_79227_40965.png,Google Satellite
moscow_city_small_17_79228_40965,moscow_city_small,17,79228,40965,"37.60620117,55.76730350,37.60894775,55.76884857",images/tiles/moscow_city_small_17_79228_40965.png,Google Satellite
moscow_city_small_17_79229_40965,moscow_city_small,17,79229,40965,"37.60894775,55.76730350,37.61169434,55.76884857",images/tiles/moscow_city_small_17_79229_40965.png,Google Satellite
moscow_city_small_17_79230_40965,moscow_city_small,17,79230,40965,"37.61169434,55.76730350,37.61444092,55.76884857",images/tiles/moscow_city_small_17_79230_40965.png,Google Satellite
moscow_city_small_17_79231_40965,moscow_city_small,17,79231,40965,"37.61444092,55.76730350,37.61718750,55.76884857",images/tiles/moscow_city_small_17_79231_40965.png,Google Satellite
moscow_city_small_17_79232_40965,moscow_city_small,17,79232,40965,"37.61718750,55.76730350,37.61993408,55.76884857",images/tiles/moscow_city_small_17_79232_40965.png,Google Satellite
moscow_city_small_17_79233_40965,moscow_city_small,17,79233,40965,"37.61993408,55.76730350,37.62268066,55.76884857",images/tiles/moscow_city_small_17_79233_40965.png,Google Satellite
moscow_city_small_17_79234_40965,moscow_city_small,17,79234,40965,"37.62268066,55.76730350,37.62542725,55.76884857",images/tiles/moscow_city_small_17_79234_40965.png,Google Satellite
moscow_city_small_17_79235_40965,moscow_city_small,17,79235,40965,"37.62542725,55.76730350,37.62817383,55.76884857",images/tiles/moscow_city_small_17_79235_40965.png,Google Satellite
moscow_city_small_17_79236_40965,moscow_city_small,17,79236,40965,"37.62817383,55.76730350,37.63092041,55.76884857",images/tiles/moscow_city_small_17_79236_40965.png,Google Satellite
moscow_city_small_17_79237_40965,moscow_city_small,17,79237,40965,"37.63092041,55.76730350,37.63366699,55.76884857",images/tiles/moscow_city_small_17_79237_40965.png,Google Satellite
moscow_city_small_17_79238_40965,moscow_city_small,17,79238,40965,"37.63366699,55.76730350,37.63641357,55.76884857",images/tiles/moscow_city_small_17_79238_40965.png,Google Satellite
moscow_city_small_17_79239_40965,moscow_city_small,17,79239,40965,"37.63641357,55.76730350,37.63916016,55.76884857",images/tiles/moscow_city_small_17_79239_40965.png,Google Satellite
moscow_city_small_17_79240_40965,moscow_city_small,17,79240,40965,"37.63916016,55.76730350,37.64190674,55.76884857",images/tiles/moscow_city_small_17_79240_40965.png,Google Satellite
moscow_city_small_17_79218_40966,moscow_city_small,17,79218,40966,"37.57873535,55.76575836,37.58148193,55.76730350",images/tiles/moscow_city_small_17_79218_40966.png,Google Satellite
moscow_city_small_17_79219_40966,moscow_city_small,17,79219,40966,"37.58148193,55.76575836,37.58422852,55.76730350",images/tiles/moscow_city_small_17_79219_40966.png,Google Satellite
moscow_city_small_17_79220_40966,moscow_city_small,17,79220,40966,"37.58422852,55.76575836,37.58697510,55.76730350",images/tiles/moscow_city_small_17_79220_40966.png,Google Satellite
moscow_city_small_17_79221_40966,moscow_city_small,17,79221,40966,"37.58697510,55.76575836,37.58972168,55.76730350",images/tiles/moscow_city_small_17_79221_40966.png,Google Satellite
moscow_city_small_17_79222_40966,moscow_city_small,17,79222,40966,"37.58972168,55.76575836,37.59246826,55.76730350",images/tiles/moscow_city_small_17_79222_40966.png,Google Satellite
moscow_city_small_17_79223_40966,moscow_city_small,17,79223,40966,"37.59246826,55.76575836,37.59521484,55.76730350",images/tiles/moscow_city_small_17_79223_40966.png,Google Satellite
moscow_city_small_17_79224_40966,moscow_city_small,17,79224,40966,"37.59521484,55.76575836,37.59796143,55.76730350",images/tiles/moscow_city_small_17_79224_40966.png,Google Satellite
moscow_city_small_17_79225_40966,moscow_city_small,17,79225,40966,"37.59796143,55.76575836,37.60070801,55.76730350",images/tiles/moscow_city_small_17_79225_40966.png,Google Satellite
moscow_city_small_17_79226_40966,moscow_city_small,17,79226,40966,"37.60070801,55.76575836,37.60345459,55.76730350",images/tiles/moscow_city_small_17_79226_40966.png,Google Satellite
moscow_city_small_17_79227_40966,moscow_city_small,17,79227,40966,"37.60345459,55.76575836,37.60620117,55.76730350",images/tiles/moscow_city_small_17_79227_40966.png,Google Satellite
moscow_city_small_17_79228_40966,moscow_city_small,17,79228,40966,"37.60620117,55.76575836,37.60894775,55.76730350",images/tiles/moscow_city_small_17_79228_40966.png,Google Satellite
moscow_city_small_17_79229_40966,moscow_city_small,17,79229,40966,"37.60894775,55.76575836,37.61169434,55.76730350",images/tiles/moscow_city_small_17_79229_40966.png,Google Satellite
moscow_city_small_17_79230_40966,moscow_city_small,17,79230,40966,"37.61169434,55.76575836,37.61444092,55.76730350",images/tiles/moscow_city_small_17_79230_40966.png,Google Satellite
moscow_city_small_17_79231_40966,moscow_city_small,17,79231,40966,"37.61444092,55.76575836,37.61718750,55.76730350",images/tiles/moscow_city_small_17_79231_40966.png,Google Satellite
moscow_city_small_17_79232_40966,moscow_city_small,17,79232,40966,"37.61718750,55.76575836,37.61993408,55.76730350",images/tiles/moscow_city_small_17_79232_40966.png,Google Satellite
moscow_city_small_17_79233_40966,moscow_city_small,17,79233,40966,"37.61993408,55.76575836,37.62268066,55.76730350",images/tiles/moscow_city_small_17_79233_40966.png,Google Satellite
moscow_city_small_17_79234_40966,moscow_city_small,17,79234,40966,"37.62268066,55.76575836,37.62542725,55.76730350",images/tiles/moscow_city_small_17_79234_40966.png,Google Satellite
moscow_city_small_17_79235_40966,moscow_city_small,17,79235,40966,"37.62542725,55.76575836,37.62817383,55.76730350",images/tiles/moscow_city_small_17_79235_40966.png,Google Satellite
moscow_city_small_17_79236_40966,moscow_city_small,17,79236,40966,"37.62817383,55.76575836,37.63092041,55.76730350",images/tiles/moscow_city_small_17_79236_40966.png,Google Satellite
moscow_city_small_17_79237_40966,moscow_city_small,17,79237,40966,"37.63092041,55.76575836,37.63366699,55.76730350",images/tiles/moscow_city_small_17_79237_40966.png,Google Satellite
moscow_city_small_17_79238_40966,moscow_city_small,17,79238,40966,"37.63366699,55.76575836,37.63641357,55.76730350",images/tiles/moscow_city_small_17_79238_40966.png,Google Satellite
moscow_city_small_17_79239_40966,moscow_city_small,17,79239,40966,"37.63641357,55.76575836,37.63916016,55.76730350",images/tiles/moscow_city_small_17_79239_40966.png,Google Satellite
moscow_city_small_17_79240_40966,moscow_city_small,17,79240,40966,"37.63916016,55.76575836,37.64190674,55.76730350",images/tiles/moscow_city_small_17_79240_40966.png,Google Satellite
moscow_city_small_17_79218_40967,moscow_city_small,17,79218,40967,"37.57873535,55.76421316,37.58148193,55.76575836",images/tiles/moscow_city_small_17_79218_40967.png,Google Satellite
moscow_city_small_17_79219_40967,moscow_city_small,17,79219,40967,"37.58148193,55.76421316,37.58422852,55.76575836",images/tiles/moscow_city_small_17_79219_40967.png,Google Satellite
moscow_city_small_17_79220_40967,moscow_city_small,17,79220,40967,"37.58422852,55.76421316,37.58697510,55.76575836",images/tiles/moscow_city_small_17_79220_40967.png,Google Satellite
moscow_city_small_17_79221_40967,moscow_city_small,17,79221,40967,"37.58697510,55.76421316,37.58972168,55.76575836",images/tiles/moscow_city_small_17_79221_40967.png,Google Satellite
moscow_city_small_17_79222_40967,moscow_city_small,17,79222,40967,"37.58972168,55.76421316,37.59246826,55.76575836",images/tiles/moscow_city_small_17_79222_40967.png,Google Satellite
moscow_city_small_17_79223_40967,moscow_city_small,17,79223,40967,"37.59246826,55.76421316,37.59521484,55.76575836",images/tiles/moscow_city_small_17_79223_40967.png,Google Satellite
moscow_city_small_17_79224_40967,moscow_city_small,17,79224,40967,"37.59521484,55.76421316,37.59796143,55.76575836",images/tiles/moscow_city_small_17_79224_40967.png,Google Satellite
moscow_city_small_17_79225_40967,moscow_city_small,17,79225,40967,"37.59796143,55.76421316,37.60070801,55.76575836",images/tiles/moscow_city_small_17_79225_40967.png,Google Satellite
moscow_city_small_17_79226_40967,moscow_city_small,17,79226,40967,"37.60070801,55.76421316,37.60345459,55.76575836",images/tiles/moscow_city_small_17_79226_40967.png,Google Satellite
moscow_city_small_17_79227_40967,moscow_city_small,17,79227,40967,"37.60345459,55.76421316,37.60620117,55.76575836",images/tiles/moscow_city_small_17_79227_40967.png,Google Satellite
moscow_city_small_17_79228_40967,moscow_city_small,17,79228,40967,"37.60620117,55.76421316,37.60894775,55.76575836",images/tiles/moscow_city_small_17_79228_40967.png,Google Satellite
moscow_city_small_17_79229_40967,moscow_city_small,17,79229,40967,"37.60894775,55.76421316,37.61169434,55.76575836",images/tiles/moscow_city_small_17_79229_40967.png,Google Satellite
moscow_city_small_17_79230_40967,moscow_city_small,17,79230,40967,"37.61169434,55.76421316,37.61444092,55.76575836",images/tiles/moscow_city_small_17_79230_40967.png,Google Satellite
moscow_city_small_17_79231_40967,moscow_city_small,17,79231,40967,"37.61444092,55.76421316,37.61718750,55.76575836",images/tiles/moscow_city_small_17_79231_40967.png,Google Satellite
moscow_city_small_17_79232_40967,moscow_city_small,17,79232,40967,"37.61718750,55.76421316,37.61993408,55.76575836",images/tiles/moscow_city_small_17_79232_40967.png,Google Satellite
moscow_city_small_17_79233_40967,moscow_city_small,17,79233,40967,"37.61993408,55.76421316,37.62268066,55.76575836",images/tiles/moscow_city_small_17_79233_40967.png,Google Satellite
moscow_city_small_17_79234_40967,moscow_city_small,17,79234,40967,"37.62268066,55.76421316,37.62542725,55.76575836",images/tiles/moscow_city_small_17_79234_40967.png,Google Satellite
moscow_city_small_17_79235_40967,moscow_city_small,17,79235,40967,"37.62542725,55.76421316,37.62817383,55.76575836",images/tiles/moscow_city_small_17_79235_40967.png,Google Satellite
moscow_city_small_17_79236_40967,moscow_city_small,17,79236,40967,"37.62817383,55.76421316,37.63092041,55.76575836",images/tiles/moscow_city_small_17_79236_40967.png,Google Satellite
moscow_city_small_17_79237_40967,moscow_city_small,17,79237,40967,"37.63092041,55.76421316,37.63366699,55.76575836",images/tiles/moscow_city_small_17_79237_40967.png,Google Satellite
moscow_city_small_17_79238_40967,moscow_city_small,17,79238,40967,"37.63366699,55.76421316,37.63641357,55.76575836",images/tiles/moscow_city_small_17_79238_40967.png,Google Satellite
moscow_city_small_17_79239_40967,moscow_city_small,17,79239,40967,"37.63641357,55.76421316,37.63916016,55.76575836",images/tiles/moscow_city_small_17_79239_40967.png,Google Satellite
moscow_city_small_17_79240_40967,moscow_city_small,17,79240,40967,"37.63916016,55.76421316,37.64190674,55.76575836",images/tiles/moscow_city_small_17_79240_40967.png,Google Satellite
moscow_city_small_17_79218_40968,moscow_city_small,17,79218,40968,"37.57873535,55.76266791,37.58148193,55.76421316",images/tiles/moscow_city_small_17_79218_40968.png,Google Satellite
moscow_city_small_17_79219_40968,moscow_city_small,17,79219,40968,"37.58148193,55.76266791,37.58422852,55.76421316",images/tiles/moscow_city_small_17_79219_40968.png,Google Satellite
moscow_city_small_17_79220_40968,moscow_city_small,17,79220,40968,"37.58422852,55.76266791,37.58697510,55.76421316",images/tiles/moscow_city_small_17_79220_40968.png,Google Satellite
moscow_city_small_17_79221_40968,moscow_city_small,17,79221,40968,"37.58697510,55.76266791,37.58972168,55.76421316",images/tiles/moscow_city_small_17_79221_40968.png,Google Satellite
moscow_city_small_17_79222_40968,moscow_city_small,17,79222,40968,"37.58972168,55.76266791,37.59246826,55.76421316",images/tiles/moscow_city_small_17_79222_40968.png,Google Satellite
moscow_city_small_17_79223_40968,moscow_city_small,17,79223,40968,"37.59246826,55.76266791,37.59521484,55.76421316",images/tiles/moscow_city_small_17_79223_40968.png,Google Satellite
moscow_city_small_17_79224_40968,moscow_city_small,17,79224,40968,"37.59521484,55.76266791,37.59796143,55.76421316",images/tiles/moscow_city_small_17_79224_40968.png,Google Satellite
moscow_city_small_17_79225_40968,moscow_city_small,17,79225,40968,"37.59796143,55.76266791,37.60070801,55.76421316",images/tiles/moscow_city_small_17_79225_40968.png,Google Satellite
moscow_city_small_17_79226_40968,moscow_city_small,17,79226,40968,"37.60070801,55.76266791,37.60345459,55.76421316",images/tiles/moscow_city_small_17_79226_40968.png,Google Satellite
moscow_city_small_17_79227_40968,moscow_city_small,17,79227,40968,"37.60345459,55.76266791,37.60620117,55.76421316",images/tiles/moscow_city_small_17_79227_40968.png,Google Satellite
moscow_city_small_17_79228_40968,moscow_city_small,17,79228,40968,"37.60620117,55.76266791,37.60894775,55.76421316",images/tiles/moscow_city_small_17_79228_40968.png,Google Satellite
moscow_city_small_17_79229_40968,moscow_city_small,17,79229,40968,"37.60894775,55.76266791,37.61169434,55.76421316",images/tiles/moscow_city_small_17_79229_40968.png,Google Satellite
moscow_city_small_17_79230_40968,moscow_city_small,17,79230,40968,"37.61169434,55.76266791,37.61444092,55.76421316",images/tiles/moscow_city_small_17_79230_40968.png,Google Satellite
moscow_city_small_17_79231_40968,moscow_city_small,17,79231,40968,"37.61444092,55.76266791,37.61718750,55.76421316",images/tiles/moscow_city_small_17_79231_40968.png,Google Satellite
moscow_city_small_17_79232_40968,moscow_city_small,17,79232,40968,"37.61718750,55.76266791,37.61993408,55.76421316",images/tiles/moscow_city_small_17_79232_40968.png,Google Satellite
moscow_city_small_17_79233_40968,moscow_city_small,17,79233,40968,"37.61993408,55.76266791,37.62268066,55.76421316",images/tiles/moscow_city_small_17_79233_40968.png,Google Satellite
moscow_city_small_17_79234_40968,moscow_city_small,17,79234,40968,"37.62268066,55.76266791,37.62542725,55.76421316",images/tiles/moscow_city_small_17_79234_40968.png,Google Satellite
moscow_city_small_17_79235_40968,moscow_city_small,17,79235,40968,"37.62542725,55.76266791,37.62817383,55.76421316",images/tiles/moscow_city_small_17_79235_40968.png,Google Satellite
moscow_city_small_17_79236_40968,moscow_city_small,17,79236,40968,"37.62817383,55.76266791,37.63092041,55.76421316",images/tiles/moscow_city_small_17_79236_40968.png,Google Satellite
moscow_city_small_17_79237_40968,moscow_city_small,17,79237,40968,"37.63092041,55.76266791,37.63366699,55.76421316",images/tiles/moscow_city_small_17_79237_40968.png,Google Satellite
moscow_city_small_17_79238_40968,moscow_city_small,17,79238,40968,"37.63366699,55.76266791,37.63641357,55.76421316",images/tiles/moscow_city_small_17_79238_40968.png,Google Satellite
moscow_city_small_17_79239_40968,moscow_city_small,17,79239,40968,"37.63641357,55.76266791,37.63916016,55.76421316",images/tiles/moscow_city_small_17_79239_40968.png,Google Satellite
moscow_city_small_17_79240_40968,moscow_city_small,17,79240,40968,"37.63916016,55.76266791,37.64190674,55.76421316",images/tiles/moscow_city_small_17_79240_40968.png,Google Satellite
moscow_city_small_17_79218_40969,moscow_city_small,17,79218,40969,"37.57873535,55.76112259,37.58148193,55.76266791",images/tiles/moscow_city_small_17_79218_40969.png,Google Satellite
moscow_city_small_17_79219_40969,moscow_city_small,17,79219,40969,"37.58148193,55.76112259,37.58422852,55.76266791",images/tiles/moscow_city_small_17_79219_40969.png,Google Satellite
moscow_city_small_17_79220_40969,moscow_city_small,17,79220,40969,"37.58422852,55.76112259,37.58697510,55.76266791",images/tiles/moscow_city_small_17_79220_40969.png,Google Satellite
moscow_city_small_17_79221_40969,moscow_city_small,17,79221,40969,"37.58697510,55.76112259,37.58972168,55.76266791",images/tiles/moscow_city_small_17_79221_40969.png,Google Satellite
moscow_city_small_17_79222_40969,moscow_city_small,17,79222,40969,"37.58972168,55.76112259,37.59246826,55.76266791",images/tiles/moscow_city_small_17_79222_40969.png,Google Satellite
moscow_city_small_17_79223_40969,moscow_city_small,17,79223,40969,"37.59246826,55.76112259,37.59521484,55.76266791",images/tiles/moscow_city_small_17_79223_40969.png,Google Satellite
moscow_city_small_17_79224_40969,moscow_city_small,17,79224,40969,"37.59521484,55.76112259,37.59796143,55.76266791",images/tiles/moscow_city_small_17_79224_40969.png,Google Satellite
moscow_city_small_17_79225_40969,moscow_city_small,17,79225,40969,"37.59796143,55.76112259,37.60070801,55.76266791",images/tiles/moscow_city_small_17_79225_40969.png,Google Satellite
moscow_city_small_17_79226_40969,moscow_city_small,17,79226,40969,"37.60070801,55.76112259,37.60345459,55.76266791",images/tiles/moscow_city_small_17_79226_40969.png,Google Satellite
moscow_city_small_17_79227_40969,moscow_city_small,17,79227,40969,"37.60345459,55.76112259,37.60620117,55.76266791",images/tiles/moscow_city_small_17_79227_40969.png,Google Satellite
moscow_city_small_17_79228_40969,moscow_city_small,17,79228,40969,"37.60620117,55.76112259,37.60894775,55.76266791",images/tiles/moscow_city_small_17_79228_40969.png,Google Satellite
moscow_city_small_17_79229_40969,moscow_city_small,17,79229,40969,"37.60894775,55.76112259,37.61169434,55.76266791",images/tiles/moscow_city_small_17_79229_40969.png,Google Satellite
moscow_city_small_17_79230_40969,moscow_city_small,17,79230,40969,"37.61169434,55.76112259,37.61444092,55.76266791",images/tiles/moscow_city_small_17_79230_40969.png,Google Satellite
moscow_city_small_17_79231_40969,moscow_city_small,17,79231,40969,"37.61444092,55.76112259,37.61718750,55.76266791",images/tiles/moscow_city_small_17_79231_40969.png,Google Satellite
moscow_city_small_17_79232_40969,moscow_city_small,17,79232,40969,"37.61718750,55.76112259,37.61993408,55.76266791",images/tiles/moscow_city_small_17_79232_40969.png,Google Satellite
moscow_city_small_17_79233_40969,moscow_city_small,17,79233,40969,"37.61993408,55.76112259,37.62268066,55.76266791",images/tiles/moscow_city_small_17_79233_40969.png,Google Satellite
moscow_city_small_17_79234_40969,moscow_city_small,17,79234,40969,"37.62268066,55.76112259,37.62542725,55.76266791",images/tiles/moscow_city_small_17_79234_40969.png,Google Satellite
moscow_city_small_17_79235_40969,moscow_city_small,17,79235,40969,"37.62542725,55.76112259,37.62817383,55.76266791",images/tiles/moscow_city_small_17_79235_40969.png,Google Satellite
moscow_city_small_17_79236_40969,moscow_city_small,17,79236,40969,"37.62817383,55.76112259,37.63092041,55.76266791",images/tiles/moscow_city_small_17_79236_40969.png,Google Satellite
moscow_city_small_17_79237_40969,moscow_city_small,17,79237,40969,"37.63092041,55.76112259,37.63366699,55.76266791",images/tiles/moscow_city_small_17_79237_40969.png,Google Satellite
moscow_city_small_17_79238_40969,moscow_city_small,17,79238,40969,"37.63366699,55.76112259,37.63641357,55.76266791",images/tiles/moscow_city_small_17_79238_40969.png,Google Satellite
moscow_city_small_17_79239_40969,moscow_city_small,17,79239,40969,"37.63641357,55.76112259,37.63916016,55.76266791",images/tiles/moscow_city_small_17_79239_40969.png,Google Satellite
moscow_city_small_17_79240_40969,moscow_city_small,17,79240,40969,"37.63916016,55.76112259,37.64190674,55.76266791",images/tiles/moscow_city_small_17_79240_40969.png,Google Satellite
moscow_city_small_17_79218_40970,moscow_city_small,17,79218,40970,"37.57873535,55.75957721,37.58148193,55.76112259",images/tiles/moscow_city_small_17_79218_40970.png,Google Satellite
moscow_city_small_17_79219_40970,moscow_city_small,17,79219,40970,"37.58148193,55.75957721,37.58422852,55.76112259",images/tiles/moscow_city_small_17_79219_40970.png,Google Satellite
moscow_city_small_17_79220_40970,moscow_city_small,17,79220,40970,"37.58422852,55.75957721,37.58697510,55.76112259",images/tiles/moscow_city_small_17_79220_40970.png,Google Satellite
moscow_city_small_17_79221_40970,moscow_city_small,17,79221,40970,"37.58697510,55.75957721,37.58972168,55.76112259",images/tiles/moscow_city_small_17_79221_40970.png,Google Satellite
moscow_city_small_17_79222_40970,moscow_city_small,17,79222,40970,"37.58972168,55.75957721,37.59246826,55.76112259",images/tiles/moscow_city_small_17_79222_40970.png,Google Satellite
moscow_city_small_17_79223_40970,moscow_city_small,17,79223,40970,"37.59246826,55.75957721,37.59521484,55.76112259",images/tiles/moscow_city_small_17_79223_40970.png,Google Satellite
moscow_city_small_17_79224_40970,moscow_city_small,17,79224,40970,"37.59521484,55.75957721,37.59796143,55.76112259",images/tiles/moscow_city_small_17_79224_40970.png,Google Satellite
moscow_city_small_17_79225_40970,moscow_city_small,17,79225,40970,"37.59796143,55.75957721,37.60070801,55.76112259",images/tiles/moscow_city_small_17_79225_40970.png,Google Satellite
moscow_city_small_17_79226_40970,moscow_city_small,17,79226,40970,"37.60070801,55.75957721,37.60345459,55.76112259",images/tiles/moscow_city_small_17_79226_40970.png,Google Satellite
moscow_city_small_17_79227_40970,moscow_city_small,17,79227,40970,"37.60345459,55.75957721,37.60620117,55.76112259",images/tiles/moscow_city_small_17_79227_40970.png,Google Satellite
moscow_city_small_17_79228_40970,moscow_city_small,17,79228,40970,"37.60620117,55.75957721,37.60894775,55.76112259",images/tiles/moscow_city_small_17_79228_40970.png,Google Satellite
moscow_city_small_17_79229_40970,moscow_city_small,17,79229,40970,"37.60894775,55.75957721,37.61169434,55.76112259",images/tiles/moscow_city_small_17_79229_40970.png,Google Satellite
moscow_city_small_17_79230_40970,moscow_city_small,17,79230,40970,"37.61169434,55.75957721,37.61444092,55.76112259",images/tiles/moscow_city_small_17_79230_40970.png,Google Satellite
moscow_city_small_17_79231_40970,moscow_city_small,17,79231,40970,"37.61444092,55.75957721,37.61718750,55.76112259",images/tiles/moscow_city_small_17_79231_40970.png,Google Satellite
moscow_city_small_17_79232_40970,moscow_city_small,17,79232,40970,"37.61718750,55.75957721,37.61993408,55.76112259",images/tiles/moscow_city_small_17_79232_40970.png,Google Satellite
moscow_city_small_17_79233_40970,moscow_city_small,17,79233,40970,"37.61993408,55.75957721,37.62268066,55.76112259",images/tiles/moscow_city_small_17_79233_40970.png,Google Satellite
moscow_city_small_17_79234_40970,moscow_city_small,17,79234,40970,"37.62268066,55.75957721,37.62542725,55.76112259",images/tiles/moscow_city_small_17_79234_40970.png,Google Satellite
moscow_city_small_17_79235_40970,moscow_city_small,17,79235,40970,"37.62542725,55.75957721,37.62817383,55.76112259",images/tiles/moscow_city_small_17_79235_40970.png,Google Satellite
moscow_city_small_17_79236_40970,moscow_city_small,17,79236,40970,"37.62817383,55.75957721,37.63092041,55.76112259",images/tiles/moscow_city_small_17_79236_40970.png,Google Satellite
moscow_city_small_17_79237_40970,moscow_city_small,17,79237,40970,"37.63092041,55.75957721,37.63366699,55.76112259",images/tiles/moscow_city_small_17_79237_40970.png,Google Satellite
